name;deviceVersion;applicationName;sysOid;dfield;description;virtualDeviceName;preDefined;defaultIconId;categoryId;link;seriesId;id;defaultTopoIconId
Juniper EX4200-48P;null;;1.3.6.1.4.1.2636.1.1.1.4.31.4;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/384', '@rel': 'self', '@op': 'GET'};306;384;1105
Juniper EX4200-24F;null;;1.3.6.1.4.1.2636.1.1.1.4.31.5;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/385', '@rel': 'self', '@op': 'GET'};306;385;1105
Juniper EX3200;null;;1.3.6.1.4.1.2636.1.1.1.4.30;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/386', '@rel': 'self', '@op': 'GET'};306;386;1105
Juniper EX3200-24T;null;;1.3.6.1.4.1.2636.1.1.1.4.30.1;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/387', '@rel': 'self', '@op': 'GET'};306;387;1105
Juniper EX3200-24P;null;;1.3.6.1.4.1.2636.1.1.1.4.30.2;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/388', '@rel': 'self', '@op': 'GET'};306;388;1105
Juniper EX3200-48T;null;;1.3.6.1.4.1.2636.1.1.1.4.30.3;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/389', '@rel': 'self', '@op': 'GET'};306;389;1105
Juniper EX3200-48P;null;;1.3.6.1.4.1.2636.1.1.1.4.30.4;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/390', '@rel': 'self', '@op': 'GET'};306;390;1105
Juniper SSG 140;null;;1.3.6.1.4.1.3224.1.52;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/391', '@rel': 'self', '@op': 'GET'};306;391;1106
Juniper SSG 520;null;;1.3.6.1.4.1.3224.1.50;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/392', '@rel': 'self', '@op': 'GET'};306;392;1106
Juniper SSG 550;null;;1.3.6.1.4.1.3224.1.51;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/393', '@rel': 'self', '@op': 'GET'};306;393;1106
Enterasys C2G124-48;null;;1.3.6.1.4.1.5624.2.2.284;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/394', '@rel': 'self', '@op': 'GET'};318;394;1105
Enterasys C2G124-24;null;;1.3.6.1.4.1.5624.2.2.283;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/395', '@rel': 'self', '@op': 'GET'};318;395;1105
Nortel ERS 4548GT-PWR;null;;1.3.6.1.4.1.45.3.71.2;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/396', '@rel': 'self', '@op': 'GET'};301;396;1105
Nortel ERS 4550T;null;;1.3.6.1.4.1.45.3.71.3;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/397', '@rel': 'self', '@op': 'GET'};301;397;1105
Nortel ERS 4550T-PWR;null;;1.3.6.1.4.1.45.3.71.4;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/398', '@rel': 'self', '@op': 'GET'};301;398;1105
Nortel ERS 5520-24T-PWR;null;;1.3.6.1.4.1.45.3.59.1;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/399', '@rel': 'self', '@op': 'GET'};301;399;1105
Nortel ERS 5520-48T-PWR;null;;1.3.6.1.4.1.45.3.59.2;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/400', '@rel': 'self', '@op': 'GET'};301;400;1105
Nortel ERS 5530-24TFD;null;;1.3.6.1.4.1.45.3.65;;;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/401', '@rel': 'self', '@op': 'GET'};301;401;1105
Fortinet FortiGate 50A;null;;1.3.6.1.4.1.12356.101.1.500;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/402', '@rel': 'self', '@op': 'GET'};377;402;1106
Fortinet FortiGate 50AM;null;;1.3.6.1.4.1.12356.101.1.501;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/403', '@rel': 'self', '@op': 'GET'};377;403;1106
Fortinet FortiGate 60;null;;1.3.6.1.4.1.12356.101.1.600;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/404', '@rel': 'self', '@op': 'GET'};377;404;1106
Fortinet FortiGate 60M;null;;1.3.6.1.4.1.12356.101.1.601;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/405', '@rel': 'self', '@op': 'GET'};377;405;1106
Fortinet FortiGate 100;null;;1.3.6.1.4.1.12356.101.1.1000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/406', '@rel': 'self', '@op': 'GET'};377;406;1106
Fortinet FortiGate 100A;null;;1.3.6.1.4.1.12356.101.1.1001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/407', '@rel': 'self', '@op': 'GET'};377;407;1106
Fortinet FortiGate 1000AFA2;null;;1.3.6.1.4.1.12356.101.1.1002;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/408', '@rel': 'self', '@op': 'GET'};377;408;1106
Fortinet FortiGate 200;null;;1.3.6.1.4.1.12356.101.1.2000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/409', '@rel': 'self', '@op': 'GET'};377;409;1106
Fortinet FortiGate 200A;null;;1.3.6.1.4.1.12356.101.1.2001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/410', '@rel': 'self', '@op': 'GET'};377;410;1106
Fortinet FortiGate 300;null;;1.3.6.1.4.1.12356.101.1.3000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/411', '@rel': 'self', '@op': 'GET'};377;411;1106
Fortinet FortiGate 300A;null;;1.3.6.1.4.1.12356.101.1.3001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/412', '@rel': 'self', '@op': 'GET'};377;412;1106
Fortinet FortiGate 400;null;;1.3.6.1.4.1.12356.101.1.4000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/413', '@rel': 'self', '@op': 'GET'};377;413;1106
Fortinet FortiGate 400A;null;;1.3.6.1.4.1.12356.101.1.4001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/414', '@rel': 'self', '@op': 'GET'};377;414;1106
Fortinet FortiGate 500;null;;1.3.6.1.4.1.12356.101.1.5000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/415', '@rel': 'self', '@op': 'GET'};377;415;1106
Fortinet FortiGate 500A;null;;1.3.6.1.4.1.12356.101.1.5001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/416', '@rel': 'self', '@op': 'GET'};377;416;1106
Fortinet FortiGate 800;null;;1.3.6.1.4.1.12356.101.1.8000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/417', '@rel': 'self', '@op': 'GET'};377;417;1106
Fortinet FortiGate 800F;null;;1.3.6.1.4.1.12356.101.1.8001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/418', '@rel': 'self', '@op': 'GET'};377;418;1106
Fortinet FortiGate 1000;null;;1.3.6.1.4.1.12356.101.1.10000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/419', '@rel': 'self', '@op': 'GET'};377;419;1106
Fortinet FortiGate 1000A;null;;1.3.6.1.4.1.12356.101.1.10001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/420', '@rel': 'self', '@op': 'GET'};377;420;1106
Fortinet FortiGate 2000;null;;1.3.6.1.4.1.12356.101.1.20000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/421', '@rel': 'self', '@op': 'GET'};377;421;1106
Fortinet FortiGate 3000;null;;1.3.6.1.4.1.12356.101.1.30000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/422', '@rel': 'self', '@op': 'GET'};377;422;1106
Fortinet FortiGate 3600;null;;1.3.6.1.4.1.12356.101.1.36000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/423', '@rel': 'self', '@op': 'GET'};377;423;1106
Fortinet FortiGate 4000;null;;1.3.6.1.4.1.12356.101.1.40000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/424', '@rel': 'self', '@op': 'GET'};377;424;1106
Fortinet FortiGate 5000;null;;1.3.6.1.4.1.12356.101.1.50000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/425', '@rel': 'self', '@op': 'GET'};377;425;1106
Fortinet FortiGate 5002A;null;;1.3.6.1.4.1.12356.101.1.50021;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/426', '@rel': 'self', '@op': 'GET'};377;426;1106
Fortinet FortiGate 5004;null;;1.3.6.1.4.1.12356.101.1.50040;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/427', '@rel': 'self', '@op': 'GET'};377;427;1106
Fortinet FortiGate 50A;null;;1.3.6.1.4.1.12356.500;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/428', '@rel': 'self', '@op': 'GET'};377;428;1106
Fortinet FortiGate 50AM;null;;1.3.6.1.4.1.12356.501;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/429', '@rel': 'self', '@op': 'GET'};377;429;1106
Fortinet FortiGate 60;null;;1.3.6.1.4.1.12356.600;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/430', '@rel': 'self', '@op': 'GET'};377;430;1106
Fortinet FortiGate 60M;null;;1.3.6.1.4.1.12356.601;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/431', '@rel': 'self', '@op': 'GET'};377;431;1106
Fortinet FortiGate 100;null;;1.3.6.1.4.1.12356.1000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/432', '@rel': 'self', '@op': 'GET'};377;432;1106
Fortinet FortiGate 100A;null;;1.3.6.1.4.1.12356.1001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/433', '@rel': 'self', '@op': 'GET'};377;433;1106
Fortinet FortiGate 1000AFA2;null;;1.3.6.1.4.1.12356.1002;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/434', '@rel': 'self', '@op': 'GET'};377;434;1106
Fortinet FortiGate 200;null;;1.3.6.1.4.1.12356.2000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/435', '@rel': 'self', '@op': 'GET'};377;435;1106
Fortinet FortiGate 200A;null;;1.3.6.1.4.1.12356.2001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/436', '@rel': 'self', '@op': 'GET'};377;436;1106
Fortinet FortiGate 300;null;;1.3.6.1.4.1.12356.3000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/437', '@rel': 'self', '@op': 'GET'};377;437;1106
Fortinet FortiGate 300A;null;;1.3.6.1.4.1.12356.3001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/438', '@rel': 'self', '@op': 'GET'};377;438;1106
Fortinet FortiGate 400;null;;1.3.6.1.4.1.12356.4000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/439', '@rel': 'self', '@op': 'GET'};377;439;1106
Fortinet FortiGate 400A;null;;1.3.6.1.4.1.12356.4001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/440', '@rel': 'self', '@op': 'GET'};377;440;1106
Fortinet FortiGate 500;null;;1.3.6.1.4.1.12356.5000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/441', '@rel': 'self', '@op': 'GET'};377;441;1106
Fortinet FortiGate 500A;null;;1.3.6.1.4.1.12356.5001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/442', '@rel': 'self', '@op': 'GET'};377;442;1106
Fortinet FortiGate 800;null;;1.3.6.1.4.1.12356.8000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/443', '@rel': 'self', '@op': 'GET'};377;443;1106
Fortinet FortiGate 800F;null;;1.3.6.1.4.1.12356.8001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/444', '@rel': 'self', '@op': 'GET'};377;444;1106
Fortinet FortiGate 1000;null;;1.3.6.1.4.1.12356.10000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/445', '@rel': 'self', '@op': 'GET'};377;445;1106
Fortinet FortiGate 1000A;null;;1.3.6.1.4.1.12356.10001;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/446', '@rel': 'self', '@op': 'GET'};377;446;1106
Fortinet FortiGate 2000;null;;1.3.6.1.4.1.12356.20000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/447', '@rel': 'self', '@op': 'GET'};377;447;1106
Fortinet FortiGate 3000;null;;1.3.6.1.4.1.12356.30000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/448', '@rel': 'self', '@op': 'GET'};377;448;1106
Fortinet FortiGate 3600;null;;1.3.6.1.4.1.12356.36000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/449', '@rel': 'self', '@op': 'GET'};377;449;1106
Fortinet FortiGate 4000;null;;1.3.6.1.4.1.12356.40000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/450', '@rel': 'self', '@op': 'GET'};377;450;1106
Fortinet FortiGate 5000;null;;1.3.6.1.4.1.12356.50000;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/451', '@rel': 'self', '@op': 'GET'};377;451;1106
Fortinet FortiGate 5002A;null;;1.3.6.1.4.1.12356.50021;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/452', '@rel': 'self', '@op': 'GET'};377;452;1106
Fortinet FortiGate 5004;null;;1.3.6.1.4.1.12356.50040;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/453', '@rel': 'self', '@op': 'GET'};377;453;1106
Fortinet FortiWiFi 60;null;;1.3.6.1.4.1.12356.610;;;CThirdPartySnmpDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/454', '@rel': 'self', '@op': 'GET'};378;454;1111
Fortinet FortiWiFi 60A;null;;1.3.6.1.4.1.12356.611;;;CThirdPartySnmpDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/455', '@rel': 'self', '@op': 'GET'};378;455;1111
Fortinet FortiWiFi 60AM;null;;1.3.6.1.4.1.12356.612;;;CThirdPartySnmpDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/456', '@rel': 'self', '@op': 'GET'};378;456;1111
Fortinet FortiWiFi 60;null;;1.3.6.1.4.1.12356.101.1.610;;;CThirdPartySnmpDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/457', '@rel': 'self', '@op': 'GET'};378;457;1111
Fortinet FortiWiFi 60A;null;;1.3.6.1.4.1.12356.101.1.611;;;CThirdPartySnmpDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/458', '@rel': 'self', '@op': 'GET'};378;458;1111
Fortinet FortiWiFi 60AM;null;;1.3.6.1.4.1.12356.101.1.612;;;CThirdPartySnmpDevice;true;5;5;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/459', '@rel': 'self', '@op': 'GET'};378;459;1111
DPtech FW1000-GE;;;1.3.6.1.4.1.31648.1.7;;;CThirdPartySnmpDevice;true;3;3;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/460', '@rel': 'self', '@op': 'GET'};391;460;1106
RedHat;N/A;QuidviewLM;1.3.6.1.4.1.2312;;RedHat Generic Linux SNMP Agent;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/500', '@rel': 'self', '@op': 'GET'};1174;500;1108
Caldera;N/A;QuidviewLM;1.3.6.1.4.1.6319;;Caldera Generic Linux SNMP Agent;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/501', '@rel': 'self', '@op': 'GET'};625;501;1108
TurboLinux;N/A;QuidviewLM;1.3.6.1.4.1.6893;;Turbo Linux Generic Linux SNMP Agent;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/502', '@rel': 'self', '@op': 'GET'};1249;502;1108
DebianGnu;N/A;QuidviewLM;1.3.6.1.4.1.9586;;Debian Gnu Generic Linux SNMP Agent;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/503', '@rel': 'self', '@op': 'GET'};848;503;1108
Acgate Host;N/A;QuidviewLM;1.3.6.1.4.1.662.1.1.7.28.4.0.0;;Acgate Octel-200 Voice Mail System;CThirdPartySnmpDevice;true;2;2;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/504', '@rel': 'self', '@op': 'GET'};530;504;1108
Adtran Generic;N/A;QuidviewLM;1.3.6.1.4.1.664.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a Adtran subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/505', '@rel': 'self', '@op': 'GET'};531;505;1113
Adtran Smart16e;N/A;QuidviewLM;1.3.6.1.4.1.664.1.34;;Adtran Smart16e controller;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/506', '@rel': 'self', '@op': 'GET'};531;506;1113
Adtran TDU-120e;N/A;QuidviewLM;1.3.6.1.4.1.664.1.130;;Adtran TDU-120e Multiplexer;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/507', '@rel': 'self', '@op': 'GET'};533;507;1113
Adtran NTDU-120e;N/A;QuidviewLM;1.3.6.1.4.1.664.1.153;;Adtran NTDU-120e Multiplexer;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/508', '@rel': 'self', '@op': 'GET'};533;508;1113
Adtran T3SU-300-AC;N/A;QuidviewLM;1.3.6.1.4.1.664.1.170;;Adtran T3SU-300-AC Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/509', '@rel': 'self', '@op': 'GET'};535;509;1105
Adtran MX2800;N/A;QuidviewLM;1.3.6.1.4.1.664.1.198;;Adtran MX2800 Multiplexer;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/510', '@rel': 'self', '@op': 'GET'};533;510;1113
Adtran TA3000;N/A;QuidviewLM;1.3.6.1.4.1.664.1.245;;Adtran Total Access 3000 Chassis;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/511', '@rel': 'self', '@op': 'GET'};531;511;1113
Adtran Atlas 830;N/A;QuidviewRM;1.3.6.1.4.1.664.1.430;;Adtran Atlas 830 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/512', '@rel': 'self', '@op': 'GET'};532;512;1104
Adtran NetVanta3205;N/A;QuidviewRM;1.3.6.1.4.1.664.1.466;;Adtran NetVanta 3205 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/513', '@rel': 'self', '@op': 'GET'};534;513;1104
Adtran NetVanta3305;N/A;QuidviewRM;1.3.6.1.4.1.664.1.467;;Adtran NetVanta 3305 Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/514', '@rel': 'self', '@op': 'GET'};534;514;1104
Adtran 616 IAD;N/A;QuidviewRM;1.3.6.1.4.1.664.1.493;;Adtran Total Access 616 IAD Router;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/515', '@rel': 'self', '@op': 'GET'};536;515;1104
Adtran NetVanta 1224ST;N/A;QuidviewLM;1.3.6.1.4.1.664.1.526;;Adtran NetVanta 1224ST Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/516', '@rel': 'self', '@op': 'GET'};534;516;1105
Adtran NetVanta 1224STR;N/A;QuidviewLM;1.3.6.1.4.1.664.1.583;;Adtran NetVanta 1224STR Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/517', '@rel': 'self', '@op': 'GET'};534;517;1105
Adtran NetVanta 1224ST;N/A;QuidviewLM;1.3.6.1.4.1.664.1.742;;Adtran NetVanta 1224ST Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/518', '@rel': 'self', '@op': 'GET'};534;518;1105
Adtran NetVanta 1224ST PoE;N/A;QuidviewLM;1.3.6.1.4.1.664.1.743;;Adtran NetVanta 1224ST PoE Switch;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/519', '@rel': 'self', '@op': 'GET'};534;519;1105
Adtran Total Access 916 Voice Gateway;N/A;QuidviewLM;1.3.6.1.4.1.664.1.781;;Adtran Total Access 916 Voice Gateway;CThirdPartySnmpDevice;true;6;6;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/520', '@rel': 'self', '@op': 'GET'};536;520;1112
AlaxalA Generic;N/A;QuidviewLM;1.3.6.1.4.1.21839.*;;No Device Profile found for this device. The assigned SNMP OID is the top of a AlaxalA subtree;CThirdPartySnmpDevice;true;10;10;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/521', '@rel': 'self', '@op': 'GET'};537;521;1113
AlaxalA AX7800R;N/A;QuidviewRM;1.3.6.1.4.1.21839.1.1.2;;AlaxalA AX7800R Series;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/522', '@rel': 'self', '@op': 'GET'};547;522;1104
AlaxalA AX2000R;N/A;QuidviewRM;1.3.6.1.4.1.21839.1.1.4;;AlaxalA AX2000R Series;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/523', '@rel': 'self', '@op': 'GET'};539;523;1104
AlaxalA AX7700R;N/A;QuidviewRM;1.3.6.1.4.1.21839.1.1.5;;AlaxalA AX7700R Series;CThirdPartySnmpDevice;true;0;0;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/524', '@rel': 'self', '@op': 'GET'};546;524;1104
AlaxalA AX7800S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.2;;AlaxalA AX7800S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/525', '@rel': 'self', '@op': 'GET'};548;525;1105
AlaxalA AX5400S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.3;;AlaxalA AX5400S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/526', '@rel': 'self', '@op': 'GET'};542;526;1105
AlaxalA AX2400S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.6;;AlaxalA AX2400S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/527', '@rel': 'self', '@op': 'GET'};540;527;1105
AlaxalA AX3630S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.7;;AlaxalA AX3600S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/528', '@rel': 'self', '@op': 'GET'};541;528;1105
AlaxalA AX6300S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.8;;AlaxalA AX6300S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/529', '@rel': 'self', '@op': 'GET'};543;529;1105
AlaxalA AX6700S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.9;;AlaxalA AX6700S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/530', '@rel': 'self', '@op': 'GET'};545;530;1105
AlaxalA AX1200S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.10;;AlaxalA AX1200S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/531', '@rel': 'self', '@op': 'GET'};538;531;1105
AlaxalA AX3640S;N/A;QuidviewLM;1.3.6.1.4.1.21839.1.2.11;;AlaxalA AX3600S Series;CThirdPartySnmpDevice;true;1;1;{'@href': 'http://192.168.20.21:8080/imcrs/plat/res/model/532', '@rel': 'self', '@op': 'GET'};541;532;1105
